Area,Bedrooms,Bathrooms,Floors,Parking,Age,Price
2182,3,1,1,1,8,14589429
2055,4,2,2,2,29,14016822
3973,1,1,1,1,15,23600363
2594,3,4,1,2,6,17707162
1756,5,3,1,2,24,12483364
3876,5,2,3,0,26,24707371
2049,4,1,3,2,24,13525878
1666,1,1,2,1,9,10292994
3986,1,2,1,1,4,24871350
1896,5,2,2,2,6,14068235
3830,2,3,3,0,4,24791662
3203,4,2,3,2,14,21519490
970,4,3,3,2,18,7499837
3518,5,4,3,1,9,23711397
1535,5,4,2,0,7,11849183
1853,2,1,1,0,23,10820903
3283,2,4,2,0,8,21519180
3331,1,4,1,0,10,20886478
1467,4,3,3,1,29,9645525
857,4,1,1,0,27,5318681
3519,5,2,3,0,21,22772482
3979,1,1,2,0,1,24707803
1167,4,4,1,1,2,10242404
872,1,2,2,1,12,5446936
1531,1,1,3,0,10,9764135
1645,5,1,2,1,27,11566719
1871,1,1,3,2,9,11585877
3223,2,1,3,0,26,18929663
589,2,3,3,1,14,4648561
3245,3,1,2,0,5,20693130
3887,5,4,2,0,0,26360008
3749,3,4,1,1,13,24049881
1039,2,3,1,2,17,7370876
3279,3,2,2,0,23,20497033
1368,5,2,2,2,10,10383909
540,5,4,2,1,7,6088271
1239,1,4,2,0,21,7489720
2446,4,3,3,1,2,17671547
3049,1,2,3,1,13,19296275
3506,5,2,3,1,1,23387940
3716,2,1,2,1,28,22668657
1724,2,1,3,0,15,10790050
1428,1,1,3,2,5,9217584
2536,5,3,1,2,0,18285091
3008,2,4,1,0,13,19393019
3279,5,3,3,0,9,22233121
3299,2,2,3,2,5,21878091
1424,5,4,3,2,8,11624350
3456,3,1,2,0,6,22313903
2081,5,3,1,1,24,14817601
3824,5,3,1,0,1,26091168
889,1,1,1,2,10,5903081
2117,3,3,3,1,13,14564331
3430,4,1,2,2,4,23123009
755,1,2,1,1,8,5348259
1208,4,4,1,2,6,10530277
2338,2,2,2,1,24,14921228
2444,4,2,3,0,13,16369291
2997,5,1,3,0,26,19356134
509,4,3,1,1,15,5419126
3371,1,2,1,1,21,20703974
1297,1,2,2,0,15,8409742
3813,4,2,1,0,6,24857443
3822,1,3,2,1,9,23660491
1376,1,3,1,1,20,8972468
1528,4,1,1,0,5,10919901
3690,3,2,1,2,16,24127215
1515,3,4,3,0,0,11046938
2324,2,3,2,1,1,15969451
873,1,1,2,1,26,4718642
3636,4,2,3,2,13,24362656
2693,1,4,3,0,3,17336861
723,5,3,3,1,26,6230039
1762,1,4,2,0,8,12169593
2724,1,3,1,1,22,16495818
2302,3,1,3,2,5,15356534
1352,4,4,3,0,16,9975357
3853,1,2,3,0,20,22726712
562,3,2,1,2,10,5166925
1740,2,3,1,1,27,11473497
3374,3,2,3,1,28,20454403
3342,3,4,1,0,3,22615291
1188,3,1,3,2,20,8566382
1984,1,3,1,0,26,11877675
2133,1,4,2,0,8,14121412
2652,2,3,2,1,27,16662228
3670,5,1,1,1,15,24133532
1010,5,3,2,1,2,9092838
884,5,2,2,1,3,8221644
904,2,2,2,1,23,5877192
3370,5,3,3,2,2,23977527
1017,5,1,1,0,12,8205782
975,3,1,1,2,18,6890925
2500,1,2,1,0,28,14483936
3256,1,1,2,1,24,19539467
2168,3,3,3,2,20,14577769
2393,3,4,1,0,25,15324668
3318,3,3,2,1,0,22385045
1960,1,2,3,1,22,12019337
3594,5,2,3,2,22,23633262
3544,3,2,1,2,5,22991550
3224,2,1,1,2,21,20234200
1213,3,3,2,1,2,9763756
582,4,4,1,0,2,6158838
1668,3,3,2,0,15,11692976
3656,1,4,3,2,9,24021554
3649,3,3,3,0,26,22692909
3004,4,2,3,1,24,19449144
2401,2,4,3,0,16,15642062
2548,5,3,1,1,6,18328328
550,3,1,1,2,12,5175740
1184,4,1,2,0,27,7231678
1216,4,3,2,1,10,9358279
1969,2,2,2,2,9,13704511
948,1,4,2,2,6,7013158
1380,3,3,2,2,23,9301587
987,4,1,3,2,5,8493619
2323,2,4,3,0,23,14347317
2581,5,1,3,1,0,18066659
3919,4,1,2,0,16,24994658
2642,2,3,3,1,24,16927787
3643,1,1,3,2,11,22892388
2074,1,4,3,0,3,14092735
2701,4,2,3,2,2,18943826
749,4,3,1,1,5,6999450
1173,3,4,2,2,25,9180120
937,2,3,2,0,27,6194779
2665,4,1,1,0,15,17365717
1270,3,1,3,1,12,8896414
3877,3,4,3,1,27,24070338
767,4,4,3,0,8,7179367
2484,1,2,2,0,25,14418621
1577,2,4,2,0,10,11196031
735,2,4,2,0,19,5264567
888,1,3,2,1,24,5516117
3537,4,1,2,0,20,22587604
1262,2,4,1,1,12,9714542
2348,4,2,2,0,22,15503668
2948,4,4,3,0,18,19219440
1123,3,1,2,2,2,8950271
3314,1,4,1,2,11,21575825
3874,4,3,3,0,18,24980190
3466,5,1,1,1,7,23383483
3778,1,4,3,0,13,24108602
1752,2,3,2,2,21,11693427
3400,3,1,1,0,8,21682501
1077,2,4,3,2,24,7632458
2622,2,3,2,0,23,16108406
934,1,2,3,0,16,5966064
2650,2,3,1,1,5,17757247
3993,4,2,1,2,3,26806407
1263,2,4,1,2,3,9935963
3285,3,3,1,2,18,21565904
3353,3,2,2,1,11,21202984
1829,5,1,3,0,24,12186654
2645,3,3,2,1,1,17847395
3345,2,4,1,0,16,21414779
1858,3,1,3,1,29,11522670
3406,1,2,1,1,14,20772070
2982,3,3,2,2,9,19638538
946,4,3,2,1,2,7939117
2517,1,4,2,0,28,15601765
1831,5,1,3,1,19,12365086
748,4,3,3,1,3,7323580
665,2,3,1,0,21,5079951
3531,2,1,3,2,0,22884685
1858,2,3,3,0,0,12503905
1519,4,1,2,0,17,10186894
1041,4,1,1,0,3,7710062
1258,4,1,2,1,22,9082090
3677,1,4,1,1,21,23169962
2628,1,1,1,0,14,15315060
2680,2,1,3,0,26,15461292
1296,3,2,2,2,24,9100918
3447,2,2,3,1,22,20773104
637,5,4,3,1,27,5424634
2731,1,1,3,1,20,16556570
3972,4,2,1,1,21,25480041
1853,1,2,2,0,9,11437432
3332,4,3,2,0,24,20997600
2375,5,1,3,2,16,15784253
3531,5,2,1,1,26,23149060
568,1,4,2,1,24,3585005
3093,4,3,2,0,21,20280871
2600,5,3,3,2,11,18261968
1973,2,1,1,0,19,11827846
704,2,1,3,1,11,4748673
2673,4,3,2,1,15,17984790
542,1,4,1,2,4,5194086
2406,5,1,3,0,28,15289928
2658,1,1,2,1,15,16332661
1260,2,3,3,1,16,8789555
3754,5,3,3,2,22,24721110
3395,1,1,3,1,28,19423846
2642,3,2,1,1,14,16765571
2494,4,1,2,0,12,16564913
3945,4,2,2,2,7,25644908
2435,3,3,2,2,26,15976442
1399,2,2,2,2,20,8976248
859,5,4,1,0,1,7933447
3447,4,3,3,2,7,23806132
2219,3,1,2,1,9,14882660
780,3,1,1,2,6,6412336
3766,2,3,3,1,9,23623386
2387,2,3,1,2,24,15510696
3766,1,4,1,2,3,24675082
1166,4,3,2,0,10,9437357
592,1,1,2,2,8,4673145
1171,3,4,3,2,3,10251194
2469,5,1,3,0,2,16661863
560,5,2,2,1,10,6197268
3181,2,3,1,2,2,20763481
3622,5,2,2,2,25,23516789
3974,5,1,3,1,17,25346043
1528,5,2,1,0,25,10632505
1989,3,2,1,2,18,13635407
1103,5,1,1,0,13,8012985
1181,5,1,2,1,23,8059247
3081,5,3,2,1,10,20746295
1928,1,2,3,0,23,11299189
3385,3,4,1,1,1,23208537
3192,2,4,1,1,26,20175933
2780,1,1,2,2,1,17722435
1023,4,1,3,0,1,7780290
2893,3,2,3,2,9,19444134
3617,3,1,1,0,22,21999084
3093,4,4,2,2,14,21629041
2468,4,3,1,1,21,16314438
1601,4,3,2,0,11,12034768
2253,2,2,3,0,10,14780028
2336,5,3,1,0,16,16014649
3644,3,1,1,0,17,22560900
3341,5,1,1,1,13,21857038
2796,5,1,3,1,16,18584408
2594,4,1,1,1,14,17210364
1644,2,2,3,2,11,10735294
2761,1,3,2,1,26,16400300
2786,2,4,3,2,15,18167168
1579,5,3,2,2,22,12142551
2897,2,1,3,1,5,18849528
606,4,4,3,1,1,6795784
3378,1,2,1,1,1,21008615
547,4,1,3,2,15,4458863
836,1,1,1,0,1,5933859
1549,5,4,2,1,7,11923469
3351,1,2,2,2,29,20283389
1780,1,4,1,2,6,12498726
2555,1,2,2,1,0,16758544
1124,2,1,3,2,3,8045590
2390,2,3,1,1,10,15926901
1776,5,1,1,2,19,12487156
2215,1,3,1,0,6,13907456
3266,3,3,2,2,17,21012247
802,5,2,2,1,3,7984153
1138,1,4,3,0,16,7716160
555,1,2,3,1,28,3666831
1225,2,1,1,2,28,7606496
1025,5,4,3,0,10,8533517
973,1,3,2,0,10,6189998
527,1,3,3,2,19,3831138
2625,5,1,2,0,10,17818071
3787,3,4,3,0,14,24105535
3957,5,1,2,0,13,24951895
864,5,1,2,1,16,7426669
3213,3,2,3,1,1,20810894
1025,5,1,3,0,17,7646278
3246,1,4,2,2,15,20761796
1835,5,1,1,2,11,12833230
1382,3,4,3,1,9,10552375
1530,4,3,2,2,27,11125105
1526,5,1,3,0,15,10375271
2146,2,4,3,2,2,15070331
1418,1,3,3,1,7,9671130
3297,1,4,3,1,26,20641985
2910,2,3,3,0,21,18382169
2274,2,2,1,1,21,14451647
2031,5,1,1,1,24,13341924
3845,2,1,1,1,23,22874794
3353,4,3,2,2,1,23049276
3286,3,2,1,1,21,20980227
2406,2,4,1,2,0,16518158
3586,2,2,2,1,28,21791708
1715,4,4,1,1,13,12892800
2154,1,4,3,2,24,14045236
984,1,1,1,2,3,6498310
2575,5,3,1,0,3,17936896
1213,4,1,1,0,8,8846241
1562,3,1,3,2,2,11039131
2476,3,1,3,1,4,16652958
1796,4,4,3,0,0,13776877
1754,3,1,3,2,21,11530744
2633,1,4,2,2,18,17141051
625,3,3,3,1,0,6293540
3359,3,4,3,2,9,22559453
1036,4,4,3,0,21,8212204
2692,4,2,3,1,29,16737398
3783,3,1,2,2,11,24623009
2572,2,1,1,2,9,16286278
2103,4,1,1,1,1,14859471
3965,5,1,3,1,15,25441926
566,5,2,3,1,7,6392806
732,1,2,3,0,13,5151172
2656,3,2,1,0,28,16620648
1669,2,2,1,2,14,11267969
2658,1,1,3,2,15,16692755
2775,3,4,1,1,10,18629537
610,4,3,2,2,11,6312583
1993,5,2,3,2,1,14604123
2581,2,4,3,1,3,17177354
1122,5,2,2,0,29,7836048
3940,4,1,2,0,2,25096319
3295,3,1,1,0,8,20730952
3142,4,4,2,2,17,21300987
2972,4,4,3,1,18,19697148
3160,5,4,1,0,6,21582445
2041,2,1,2,2,3,13466628
3239,4,1,1,1,5,20995754
1805,5,3,1,0,18,12833362
3891,2,4,1,0,0,25440747
2261,3,3,1,1,15,14793162
2475,3,2,2,2,10,16585235
2862,1,3,3,2,21,17765600
1376,5,2,3,0,3,11166767
2489,2,2,2,1,17,15911298
3948,4,3,3,2,22,25667178
1812,3,4,1,1,25,12309607
1960,2,2,1,1,28,12020699
3209,5,4,1,0,27,20973841
2824,1,1,2,1,28,16120193
2233,3,2,1,1,4,15593864
2105,2,1,1,1,21,13408276
2026,2,3,2,2,5,14530404
3171,2,4,1,0,29,19143696
3063,5,3,1,0,24,20511740
3921,5,2,3,1,27,25507759
3390,5,1,2,1,1,22658629
2897,4,2,1,2,11,19154359
2130,2,3,1,0,21,13647653
3370,3,4,1,2,8,22357293
1660,5,4,1,0,27,11335294
1258,5,2,3,2,19,9339110
3446,2,2,3,1,28,20942973
742,5,1,3,2,11,6911009
3090,4,3,3,1,28,20330864
1563,4,2,2,0,12,10486255
728,5,1,1,0,26,5591595
3095,2,2,3,1,21,19303717
1419,2,4,1,0,22,9525752
1746,2,1,2,2,16,11217385
505,1,1,1,1,4,3673588
3893,5,2,1,0,19,24954395
967,2,3,3,2,12,7877153
2255,4,4,3,2,28,15042848
574,3,3,2,0,12,5380402
503,3,1,1,0,9,4273443
2370,2,3,3,2,14,15768143
1145,3,1,3,1,14,7454758
617,3,3,3,0,17,4701416
3428,1,2,2,0,17,21145111
2129,4,3,1,1,1,15235272
3051,4,1,3,1,22,19485382
2521,1,4,1,0,10,16586521
1446,1,4,2,1,12,10217815
3121,3,4,1,2,10,20870951
1964,5,1,3,2,3,13994112
693,3,3,1,2,14,5951931
1346,1,4,1,0,21,8791197
3262,4,4,2,1,22,21997390
1915,3,4,2,2,24,13133915
3597,5,2,1,1,10,23511486
1958,3,1,1,2,17,12995816
2720,2,1,1,1,15,17364321
3871,3,1,2,2,9,24456875
2168,1,1,2,2,11,13257354
2873,4,1,1,2,12,19272253
1933,4,2,2,2,8,14254710
1641,1,3,3,2,26,10363948
3383,2,2,2,2,20,21675849
2310,1,4,2,2,12,14873369
1223,3,2,2,2,5,8948428
724,1,1,3,2,5,5454404
1031,1,2,3,1,10,6501123
612,2,1,3,1,18,4134960
2687,3,2,1,0,26,17115328
1058,5,1,1,2,10,9025346
2548,5,4,3,1,9,17926333
2637,4,1,1,1,22,17136510
1153,1,2,1,1,14,7248208
819,4,4,1,1,12,7856839
2073,2,2,3,1,22,12688130
2328,5,4,2,1,7,17368122
2417,1,3,3,0,4,16021561
638,2,3,3,1,1,5591169
3392,2,3,1,0,15,21232805
2526,1,2,1,0,12,15419011
2806,2,2,2,2,18,17350559
1401,1,4,2,2,8,10537196
1189,1,4,2,2,14,8868861
2539,3,4,2,1,5,18117242
509,4,4,3,2,7,5996461
760,2,1,2,1,23,4539116
2442,2,3,3,1,13,15493530
2173,3,1,1,2,4,15068433
2719,3,1,2,2,16,17661585
3445,3,1,1,0,21,20818250
2560,5,1,1,0,6,17123509
1691,5,3,3,1,8,12632932
2119,5,1,2,1,15,14472760
820,1,4,3,2,17,6506115
1842,2,2,1,2,27,11720644
2136,4,4,2,0,12,15431838
2876,1,2,1,2,17,17989184
3332,2,4,1,1,9,21653483
3324,2,4,2,2,0,22355217
2494,3,2,2,0,20,16188226
3458,3,3,2,1,17,22554532
2443,1,1,3,0,18,14340907
2538,3,4,3,0,1,17488676
3990,2,3,1,1,26,24310595
1618,3,1,2,0,3,11143933
2104,5,3,1,2,10,15093551
2865,3,3,1,2,2,19389570
735,2,1,1,0,8,4876984
2469,1,4,1,2,9,16407280
833,4,3,1,0,27,6258357
2408,3,4,2,2,1,17670422
875,2,4,3,0,6,7022393
1660,4,4,2,2,14,12065699
3135,4,1,2,1,26,19679657
2070,5,2,2,1,29,14243426
3060,4,4,3,2,18,20678135
1819,2,2,3,0,9,12077896
3891,2,2,3,2,23,24015724
3465,3,3,2,0,19,22313632
2355,3,4,3,2,13,16239950
1872,3,4,1,2,3,13900494
1372,4,4,3,1,24,10514366
1752,4,2,2,0,10,11856670
2817,5,1,2,0,2,19062650
2351,3,2,1,0,22,14525547
3345,1,4,3,0,16,21020761
1814,5,4,3,0,6,13439846
1224,1,4,1,1,25,8151744
3736,4,2,2,2,10,24380966
2552,5,4,2,0,17,18116756
3398,5,3,3,0,27,22052873
3950,2,4,3,2,13,25137420
577,4,1,3,1,13,4737196
3981,4,3,3,1,5,25969574
3121,5,4,3,1,28,20930459
631,4,3,2,2,8,6117224
1100,5,4,2,2,21,9394167
2272,2,1,2,1,2,14788485
1565,5,4,2,1,16,12001793
2636,4,3,1,2,27,17768983
2949,4,1,2,1,11,18863915
2843,5,2,1,0,3,19277805
2363,5,1,2,2,19,15723619
1818,5,1,3,1,15,12542647
1115,3,1,3,0,28,6909694
3347,4,3,3,2,23,22147974
2969,4,1,1,2,9,20041331
2388,3,4,2,0,25,15219575
1546,5,1,2,2,29,10862570
1074,2,1,1,1,28,6766362
2690,5,4,1,2,6,19708891
1492,5,4,1,1,9,12390874
3212,3,2,1,0,6,20533697
2692,4,1,1,0,22,17422504
1748,5,3,3,2,27,12974069
3554,4,1,2,0,17,22784966
1002,1,1,1,0,8,6206048
2497,4,4,3,2,21,17172194
1320,2,2,1,1,17,8696157
2651,2,1,3,2,16,16871545
3610,5,3,1,2,10,24194564
2470,4,1,2,1,0,16659310
697,5,3,1,1,16,6615147
2169,3,4,1,1,3,15845062
3126,2,2,2,2,3,20202896
2938,5,1,2,1,13,19199656
1702,3,2,1,0,27,10163076
3101,5,1,2,1,8,20894156
1971,4,3,2,0,12,13391211
3586,4,2,3,1,27,22837970
2146,4,1,2,0,27,13094774
2192,4,4,2,0,15,15488329
1812,1,3,1,0,0,12354895
2535,3,2,1,0,2,17032631
977,3,1,3,0,18,6943241
1754,4,2,1,1,7,12974137
1422,1,1,2,2,17,9369314
919,4,3,2,2,5,7923270
2704,1,4,2,2,26,16901014
3097,4,3,1,2,19,20649855
1620,2,2,2,2,28,10601827
3568,2,2,2,0,25,21772473
3544,5,1,3,1,5,23429944
3982,4,3,3,0,28,25324192
1450,3,1,3,1,4,9938912
2836,5,3,1,1,11,19763764
1777,2,2,2,1,8,11709420
2743,4,1,2,1,8,18178770
3145,5,1,2,2,16,20431913
2357,4,3,3,1,18,16467532
1016,2,4,2,1,16,7381752
2158,5,3,2,2,21,15335636
2365,2,4,2,0,15,15773110
3412,1,3,2,0,11,21391312
1641,2,2,2,0,2,11284657
3353,4,1,1,0,13,20868318
2432,3,3,2,1,16,15981498
3730,2,2,1,2,21,23018155
1314,3,3,2,2,15,9514931
2775,1,1,1,0,20,16224430
2400,5,3,2,2,11,17645592
2763,5,4,2,1,27,19158932
3495,3,1,2,0,23,21750020
2562,5,4,2,1,29,17757464
3728,2,2,3,1,1,24157415
3832,3,2,2,1,7,24556449
3728,4,3,1,1,11,24843654
2594,2,4,3,1,20,16584896
2871,2,4,3,0,15,18698271
3391,2,1,2,1,7,21756777
629,4,4,1,0,27,5590938
3982,1,4,1,2,15,24932922
594,5,1,3,1,9,5536526
3174,3,1,1,1,19,19442328
3302,1,4,2,2,14,21384898
2455,3,3,2,0,3,16704204
3863,5,1,2,1,25,24777089
1293,4,1,2,2,14,9893347
2334,2,4,2,2,3,15935119
3854,2,4,3,1,29,23707635
2616,4,1,2,0,10,17223298
2183,1,4,2,0,5,14649791
510,1,1,3,1,3,3488801
3825,3,3,3,2,8,25368835
2365,4,3,3,1,8,16868612
3419,1,1,1,0,2,20894684
3097,4,1,1,2,22,19584587
3705,5,2,2,1,27,24208139
1211,2,2,2,2,4,8473943
2570,2,4,2,0,14,16865018
1314,2,4,1,0,27,8305055
845,4,1,2,0,8,7027758
2849,4,1,2,1,1,19448769
862,3,2,1,2,2,7197144
2943,2,2,3,1,25,18151593
2765,3,1,1,1,20,16842479
2688,2,3,2,1,11,17562400
3505,3,3,1,1,15,22501719
3781,3,4,3,2,4,25873771
1484,5,1,3,2,9,11471972
3540,3,1,3,1,27,21610113
2139,4,4,3,1,14,15191607
1327,3,2,3,0,13,9368836
3230,2,2,3,0,13,20201097
3551,3,3,2,2,22,22566462
855,1,1,2,0,12,4762205
3555,2,2,1,2,15,22463321
1847,1,3,2,2,29,11659964
3704,2,3,3,2,7,24498061
3435,4,3,2,0,7,22427170
2363,4,2,1,0,29,15384294
626,4,2,3,2,16,5266947
3677,1,1,2,2,29,22133258
3556,5,1,2,1,16,23107631
1103,2,3,1,2,2,8633290
3949,4,3,3,2,0,26844489
2428,2,2,1,1,16,15792123
1513,1,2,3,2,25,9468846
550,5,1,3,2,23,5338357
3600,1,1,2,2,15,22313001
3867,2,4,1,1,16,24909655
3868,5,1,1,0,24,23904320
3326,5,2,1,2,1,23324833
1930,1,3,3,1,24,11834781
2292,4,4,1,2,13,16516524
3361,2,1,3,1,6,21478167
2136,3,1,1,2,24,13180702
3976,3,2,1,1,18,25473430
3917,1,4,2,0,0,24813945
2145,2,1,1,0,16,12812184
2967,2,3,2,0,26,17781297
1705,1,2,2,2,9,11674759
3530,2,4,3,1,5,23082101
3372,4,1,1,2,6,22750880
3572,1,1,1,2,24,21069011
2354,4,4,1,1,5,16597021
1066,2,2,2,2,4,8254206
2918,1,4,1,1,29,17480353
1435,2,4,3,1,1,10317430
2434,1,2,3,0,17,14411400
3208,2,1,1,0,23,18840223
3516,4,3,2,0,16,23273301
1832,4,2,3,1,23,11950691
3708,2,3,3,0,26,22968916
701,1,1,2,1,25,4054794
2860,3,4,3,2,26,18418736
616,4,3,2,0,22,4733852
1436,4,1,3,1,6,10165939
1074,3,1,2,1,20,6722604
2791,2,4,3,1,18,18227673
1036,1,4,1,1,6,7808050
2125,2,1,3,0,22,12631416
2622,5,1,3,0,6,17386837
885,4,3,1,0,15,6754798
3781,5,1,1,1,11,24878403
974,4,1,1,2,14,7786818
917,4,3,1,1,14,8028555
2894,5,2,2,2,10,20339662
3187,5,3,2,0,1,22137916
1438,2,3,3,1,2,10843523
1454,5,4,3,1,18,10888919
1375,2,3,3,0,19,8630731
1262,2,1,2,1,27,7606292
1702,2,1,3,2,24,10302028
1705,4,1,3,2,25,11770158
1163,4,2,2,2,14,8629882
524,5,1,3,1,15,4899216
2490,4,2,2,1,0,17622084
1703,5,1,2,2,14,12342535
1209,4,3,1,1,11,9892266
2379,1,4,1,2,6,16472334
1684,1,1,2,0,6,10574283
2724,5,2,2,2,10,19289855
784,4,2,1,0,19,6188707
562,4,4,3,0,28,4472349
1502,2,1,3,0,10,9698257
1161,3,3,3,2,16,8557196
3213,5,1,2,2,2,21789358
2703,3,1,1,1,15,16967983
1992,3,4,3,1,4,14067391
3620,5,1,1,0,27,22635058
1466,4,3,1,2,1,11445613
1348,5,2,2,1,22,9406858
1607,3,4,3,1,29,11341048
3932,4,3,1,1,25,24632765
1188,1,2,2,2,25,7296086
647,5,4,2,1,6,7199826
841,5,4,2,0,27,7227716
3023,4,2,3,2,9,20200178
1586,1,2,3,1,4,10361305
2224,1,3,2,1,14,14155491
1883,4,1,3,2,11,12839883
3108,2,1,3,1,9,19805831
826,5,1,1,1,21,6009565
2292,5,1,2,0,16,15599746
2259,3,1,2,2,19,14485522
3712,4,3,3,1,19,24280986
1489,3,4,2,2,10,11830234
2762,3,3,2,2,7,18522839
2982,1,3,2,0,14,18830361
1451,5,3,3,0,1,11280876
1222,3,4,3,2,16,9392153
3889,1,3,3,0,22,23566374
2579,4,3,1,0,5,18204086
3217,3,4,2,1,20,21337641
2832,5,3,1,0,27,18501281
3876,3,1,3,0,12,24089995
928,4,2,1,1,28,6796822
2000,3,3,2,1,28,12628841
785,5,2,2,2,7,7078409
3715,1,3,3,0,10,23106482
3995,5,3,3,1,14,26631238
3590,1,1,1,0,12,21812316
2565,2,4,3,2,17,16884707
1268,5,2,1,0,17,9233356
3137,5,4,2,0,24,20801207
1894,4,1,2,0,16,12742119
3746,3,1,2,1,21,22781317
3557,1,2,2,1,12,22255148
693,1,4,2,2,28,5320059
3049,4,1,1,0,2,20163890
1487,4,3,2,2,28,10682965
1636,3,3,1,2,20,11778645
2661,3,3,2,1,23,16814010
3793,5,4,1,0,6,25794643
2201,2,3,1,0,28,13458718
1446,3,3,1,2,11,11064977
1330,4,1,3,0,3,9404606
2420,3,1,1,1,23,15515152
3835,1,3,1,2,26,23025009
3472,2,3,2,2,26,22048678
554,5,1,1,1,25,4676473
1299,1,2,1,1,10,8955300
1277,1,4,3,1,13,9108415
1981,2,4,2,1,17,13134632
2401,5,1,3,1,6,16202642
2709,4,4,3,1,4,19137473
3951,5,1,3,2,15,25844654
2634,3,1,1,0,10,16717059
554,1,1,3,0,21,3277937
2323,3,1,3,2,2,16152454
1701,4,2,2,0,15,12135113
3962,3,3,2,0,10,25057333
3920,5,3,2,2,9,26117511
3579,3,2,2,0,22,22540628
1332,4,4,3,0,22,9790673
812,4,4,2,2,1,8372524
3306,4,3,1,0,15,21307443
2358,5,4,3,1,16,16368272
2507,4,3,2,2,9,17258449
2506,1,3,3,0,17,15514197
2990,4,2,2,0,11,19235939
2290,3,4,3,1,7,16260045
827,3,2,2,2,26,6380298
3625,3,3,1,2,25,22945625
3308,5,3,2,0,2,22206527
3810,3,3,3,1,26,24080729
3800,5,1,3,1,19,24664497
3126,5,1,1,1,23,20466239
3622,4,1,3,1,2,23292856
3554,1,2,1,1,5,21961867
1787,4,3,3,1,1,13147993
3989,4,4,3,2,2,27320423
2643,5,2,1,0,16,17350023
1611,5,2,3,0,8,11797476
3649,3,2,3,1,3,23801314
1811,3,4,1,2,21,12619365
3691,4,3,2,2,22,23900349
3361,2,1,1,1,1,21647688
3038,2,3,3,0,23,19167735
951,3,3,2,1,27,6457958
2023,2,2,2,2,8,13896861
664,3,2,2,1,13,4953098
681,5,2,1,0,25,5576670
3016,4,1,2,0,10,19947127
1409,1,1,2,2,1,10063759
3282,4,1,2,1,20,21247875
1322,3,3,3,1,1,10685893
1443,3,2,1,2,26,10079710
2501,4,4,1,1,4,17848558
2554,3,3,3,2,6,17842925
829,2,1,2,1,21,5663332
1274,2,4,3,0,3,9385755
2698,3,4,3,2,13,18745329
3656,3,2,2,1,1,24433191
646,2,4,2,1,22,4661442
3952,3,1,1,1,11,25091405
1414,3,2,2,2,9,10445524
2071,4,4,3,0,24,13889895
1808,1,2,3,1,0,11982062
3247,2,4,2,2,18,21027800
581,4,3,1,1,22,5151020
1013,1,3,3,0,15,6700959
2420,3,1,2,0,14,15228542
3362,3,3,1,0,13,21487677
3256,4,3,1,2,8,22359137
2439,3,3,3,1,28,15245711
1245,5,4,3,2,20,10255162
3570,4,4,1,1,22,23302982
1909,1,2,1,2,14,12430638
1206,4,4,1,1,25,8906603
970,2,3,2,2,6,7685196
3690,4,4,3,1,3,25263911
895,3,1,1,2,20,6343655
2055,3,2,3,0,17,12950655
2808,5,2,3,2,7,19978111
1304,5,4,3,0,11,10887182
1433,5,3,1,0,14,10368400
1779,1,2,2,1,14,11257964
2257,5,1,1,0,16,14808378
1404,1,1,3,0,1,8988556
3797,5,2,1,1,11,25218739
1576,1,3,1,2,2,11526691
3487,4,3,3,2,6,23261598
2390,4,4,3,0,5,16855594
2023,3,4,1,2,13,14184770
3401,1,2,1,0,22,19807207
1887,2,4,1,2,26,12937762
1803,3,4,1,2,4,13100844
1092,4,4,2,2,29,8357636
3261,1,1,1,0,3,19668097
3729,5,4,2,1,14,24744069
3179,2,2,3,2,6,21155918
2606,4,3,2,2,2,18434645
627,3,4,3,2,12,6402023
1235,1,3,2,0,9,8685095
3268,2,4,3,1,22,20893536
3686,1,2,1,0,1,23522164
3780,5,1,2,2,11,25031601
3073,3,2,2,0,27,18754393
1020,1,1,3,2,23,5710459
3099,4,4,3,2,27,20515300
736,3,4,2,0,21,5771193
1804,4,1,3,2,11,12538475
3930,1,2,1,2,18,23921832
3772,3,2,2,1,18,23475171
2281,4,1,1,0,20,14188599
1801,5,4,2,0,2,14386352
3806,5,1,1,2,5,25638951
3041,1,4,2,2,1,20398693
2551,3,1,3,0,23,15769687
3213,2,4,2,0,12,20575877
941,3,1,1,0,26,5852250
2576,5,3,2,2,27,17312946
3680,4,4,1,1,26,23610926
3157,2,2,1,1,8,20658683
1304,1,1,1,2,12,8820878
574,2,2,3,2,22,3876970
3385,1,1,2,2,13,20831671
3717,2,2,1,0,18,22473140
2675,1,2,3,2,10,17142251
2589,1,1,1,0,13,15577145
1879,2,1,2,1,15,12236735
540,2,2,3,2,9,4273956
3481,1,2,1,2,19,21650014
2581,5,2,1,0,15,17396411
3588,2,4,1,0,27,21996342
2200,3,4,2,0,25,14093429
3724,4,3,3,1,1,24859016
3545,1,4,3,1,24,21424902
1901,1,4,3,2,15,12413922
1087,4,1,1,2,13,7820554
2122,5,3,3,0,20,14830394
841,4,3,1,1,27,6666203
2574,2,4,2,2,17,16733352
3858,4,1,3,0,25,24164922
1145,1,1,1,0,5,7061372
1230,4,3,3,1,6,10032174
667,3,1,3,1,12,5233753
1109,2,2,2,2,1,8968477
2815,4,4,3,2,14,19683089
2272,1,2,2,0,16,13364800
2540,2,3,3,0,12,16598362
